Product Code,Line Item,Category,Sub Category,Conversion Factor,Supplier,Cost Type,Purchase Type,Made in,Product Group,Model,Brand,Product Name,Size,Color,Cost Price,Wholesale Price,Retail Price,Profit(%),Difference,Barcode Customer SKU Code 1
LED0001,LED Lights,Projector Lens LED,2 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,,Multi Function,,HJG,Projector Dual LensDual Color LED 40W,Default,Default,5000,7500,6250,33.33,2500,
LED0002,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,China,Multi Function,KZ30,HJG,HJG Cree KZ30 Zoom Light 60W Original,Default,Default,3000,4900,3750,38.78,1900,
LED0003,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,China,Multi Function,,,Round - Allextreme EXG20F2 LED Fog Light Spot 20W,Default,Default,3200,4000,4000,20,800,
LED0004,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,China,Multi Function,,Mokey Pro,Mini Driving Light Mokey Pro,Default,Default,425,650,531,34.62,225,
LED0005,LED Lights,Projector Lens LED,2 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,China,Multi Function,,HJG,HJG Mega Drive Mini Dual Tone Light 125W 1-Pair,Default,Default,5000,7200,6250,30.56,2200,
LED0006,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Sattar Auto Traders (OLD),Fixed,,China,Multi Function,,,Dual Color Multi Function LED Spot Light 20W 1-Pair,Default,Default,3000,3500,3750,14.29,500,
MFIBR06,Car Care,MICROFIBER CLOTH,Single,0,Ahsan Traders,Fixed,,China,Single Sided,,,MicroFiber 40x40 Special Double Sided,Default,Default,250,450,313,44.44,200,
MFIBR07,Car Care,MICROFIBER CLOTH,,0,Ahsan Traders,Fixed,,,Single Sided,,,MicroFiber 40x60 Single Sided 300GSM Mix Color,Default,Default,189.9989,350,237,45.71,160.0011,
MFIBR08,Car Care,MICROFIBER CLOTH,,0,Ahsan Traders,Fixed,,China,Single Sided,,,MicroFiber 40x40 Single Sided 600GSM Mix Color,Default,Default,210,400,263,47.5,190,
MFIBR09,Car Care,MICROFIBER CLOTH,,0,Ahsan Traders,Fixed,,China,Single Sided,,,MicroFiber 30x60 Single Sided 300GSM Mix Color,Default,Default,139.9992,350,175,60,210.0008,
MFIBR10,Car Care,MICROFIBER CLOTH,,0,Ahsan Traders,Fixed,,China,Single Sided,,,MicroFiber 50x70 Single Sided 300GSM Mix Color,Default,Default,229.9987,450,287,48.89,220.0013,
KEYC,Car Care,KEY COVER,,0,Ahsan Traders,Fixed,,China,,TOYOTA,,Key Cover TOYOTA,Default,Default,95,250,119,62,155,
KEYC001,Car Care,KEY COVER,,0,Ahsan Traders,Fixed,,China,,SUZUKI,,KEY Cover SUZUKI,Default,Default,95,250,119,62,155,
KEYC002,Car Care,KEY COVER,,0,Ahsan Traders,Fixed,,China,,SUZUKI,,KEY Cover HONDA,Default,Default,95,250,119,62,155,
MFLUSH1,Car Care,ADDITIVES,MOTOR FLUSH,0,Ahsan Traders,Fixed,,China,,,BOTNY,5-Minutes Motor Flush Treatment BOTNY- 443ml,Default,Default,370,550,463,32.73,180,
PUMP001,Car Care,AIR PUMP,,0,Ahsan Traders,Fixed,,China,,,,Tri-Angle Air Pump FY2222,Default,Default,3500,4500,4375,22.22,1000,
PUMP002,Car Care,AIR PUMP,Double Cylinder Air Pump,0,Ahsan Traders,Fixed,,China,,,,Camel Double Cylinder Air Pump Air Compressor 12v,Default,Default,4500,6000,5625,25,1500,
PERF001,Car Care,PERFUMES,CARD PERFUME,0,Ahsan Traders,Fixed,,China,,,,X Perfume Card Hanging YELLOW,Default,Default,70,150,88,53.33,80,
PERF002,Car Care,PERFUMES,CARD PERFUME,0,Ahsan Traders,Fixed,,China,,,,X Perfume Card Hanging TREE,Default,Default,50,100,63,50,50,
PERF003,Car Care,PERFUMES,CARD PERFUME,0,Ahsan Traders,Fixed,,China,,,,X Perfume Card Hanging DUA ISLAMIC,Default,Default,50,100,63,50,50,
CLOTH01,Car Care,Cleaning Cloths,,0,Ahsan Traders,Fixed,,PAKISTAN,,,LOCAL,Cleaning Cloth 20x30 LOCAL 1pc,Default,Default,30,60,38,50,30,
HWAX001,Car Care,WAX & POLISH,HARD WAX,0,Ahsan Traders,Fixed,,China,,,,Apache Hard Wax (200g) China,Default,Default,600,800,750,25,200,
LED0007,LED Lights,NORMAL LED,12 LEDs,0,Ahsan Traders,Fixed,,China,,,Mokey Pro,MOKEY PRO W36A white yellow Dual Fog lights 12LED HL,Default,Default,1200,1500,1500,20,300,
LED0008,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Traders,Fixed,,China,,,Mokey Pro,MOKEY PRO U7 BLUE RING 1 Lense light,Default,Default,1050,1400,1313,25,350,
LED0009,LED Lights,Projector Lens LED,3 LENSE,0,Ahsan Traders,Fixed,,China,Dual COLOR Y/W,,Mokey Pro,MOKEY PRO U41L 3 Lense W-Y light,Default,Default,1250,1650,1563,24.24,400,
LED0010,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Traders,Fixed,,China,Multi Function,,Mokey Pro,MOKEY PRO U52 BLUE RING 1 Lense light,Default,Default,1650,2000,2063,17.5,350,
LED0011,LED Lights,NORMAL LED,,0,Ahsan Traders,Fixed,,China,Multi Function,,Mokey Pro,MOKEY PRO U49 W-Y RED+BLUE Flash light,Default,Default,850,1200,1063,29.17,350,
LED0012,LED Lights,NORMAL LED,,0,Ahsan Traders,Fixed,,China,Multi Function,,,OWL Light Slim Black Aluminium Flash Light,Default,Default,570,850,713,32.94,280,
LED0013,LED Lights,SMD,4 LENSE,0,Ahsan Traders,Fixed,,China,,,HJG,HJG S40 SMD 4 LENSE PLASTIC,Default,Default,950,1400,1188,32.14,450,
LED0014,LED Lights,DASHBOARD LIGHT,SINGLE COLOR SRTIP,0,Ahsan Traders,Fixed,,China,,,,DashBoard STRIP Light BLUE+ICE+RED SINGLE COLOR,Default,Default,300,800,375,62.5,500,
CGAD001,CAR GADGETS,DATA CABLES,ANDROID,0,Ahsan Traders,Fixed,,,,,,DATA CABLE ANDROID,Default,Default,150,300,188,50,150,
LED0015,LED Lights,DASHBOARD LIGHT,POLICE LIGHT STRIP,0,Ahsan Traders,Fixed,,China,Multi Function,,,DASHBOARD POLICE LIGHT STRIP,Default,Default,580,950,725,38.95,370,
LED0016,LED Lights,UNIVERSTAL STRIP LIGHT,STRIP LIGHT,0,Ahsan Traders,Fixed,,China,Multi Function,,,UNIVERSAL STRIP LIGHT 72 FUNCTIONS 15Feet 50x50,Default,Default,650,850,813,23.53,200,
LED0017,LED Lights,UNIVERSTAL STRIP LIGHT,REMOTE STRIP LIGHT,0,Ahsan Traders,Fixed,,China,Multi Function,,,UNIVERSAL STRIP LIGHT REMOTE ALL COLOR 15Feet,Default,Default,725,1000,906,27.5,275,
LED0018,LED Lights,UNIVERSAL LIGHTS,,0,Ahsan Traders,Fixed,,China,Multi Function,,,ANGLE WINGS LIGHT WHITE,Default,Default,2000,2600,2500,23.08,600,
LED0019,LED Lights,UNIVERSAL LIGHTS,WINGS STYLE,0,Ahsan Traders,Fixed,,China,Single Color,,,ANGLE WINGS LIGHT RED,Default,Default,2000,2600,2500,23.08,600,
LED0020,LED Lights,UNIVERSAL LIGHTS,WINGS STYLE,0,Ahsan Traders,Fixed,,China,Single Color,,,ANGLE WINGS LIGHT BLUE,Default,Default,2000,2600,2500,23.08,600,
CGAD002,CAR GADGETS,MOBILE CHARGERS,,0,Ahsan Traders,Fixed,,China,20 WATTS,,,KHM Model# X129 20W 2Port CARGER,Default,Default,379.9986,550,475,30.91,170.0014,
CGAD003,CAR GADGETS,MOBILE CHARGERS,WHITHOUT WIRE,0,Ahsan Traders,Fixed,,China,55 WATTS,,,PD Quick CAR MOBILE Charge 55W 3.1A With 3 USB PORTS,Default,Default,600,850,750,29.41,250,
CGAD004,CAR GADGETS,MOBILE CHARGERS,WITH WIRE,0,Ahsan Traders,Fixed,,China,,,,KHM M33 CAR Mobile Charger With CABLE,Default,Default,380,600,475,36.67,220,
LED0021,LED Lights,NORMAL LED,9 LEDs,0,Ahsan Traders,Fixed,,China,Single Color,,,PLASTIC LED LIGHT H062 9-LEDs White BOX,Default,Default,224.9987,450,281,50,225.0013,
LED0022,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Traders,Fixed,,China,Dual COLOR Y/W,,,MINI DRIVE Light W-Y ASP Yellow BOX,Default,Default,424.9976,750,531,43.33,325.0024,
LED0023,LED Lights,Projector Lens LED,1 LENSE,0,Ahsan Traders,Fixed,,China,Dual COLOR Y/W,,,MINI DRIVE Light W-Y ASP BLUE BOX SPECIAL,Default,Default,499.9972,850,625,41.18,350.0028,
LED0024,LED Lights,Projector Lens LED,2 LENSE,0,Ahsan Traders,Fixed,,China,Dual COLOR Y/W,,,DOLPHIN 2-LENSE W-Y Light Plastic CRWON,Default,Default,649.9963,850,812,23.53,200.0037,
GEN0001-999-999,General,DOOR SAFTY RUBBER,,0,Ahsan Traders,Fixed,,China,,,,CAR DOOR SAFTY RUBBER Mix COLOR 1SetX4pcs China,Default,Default Color,159.9991,400,200,60,240.0009,
GEN0002-999-999,General,KEY RING,PLASTIC SPIRAL,0,Ahsan Traders,Fixed,,China,,,,Plastic KEY RING Spiral Stretchable Multicolor Chain1PC,Default,Default Color,33.3398,60,42,44.43,26.6602,
GEN0003-999-999,General,KEY RING,METAL CHAIN,0,Ahsan Traders,Fixed,,China,,,,Metal KEY RING Chain1PC,Default,Default Color,64.9996,150,81,56.67,85.0004,
FRAG004,Perfumes / Fragrances,Liquid Air Freshener,DashBoard Perfume With REFILL,0,Ahsan Traders,Fixed,,China,,,,DashBoard Solar Powered Perfume Helicopter With Refill,Default,Default,980,1250,1225,21.6,270,
FRAG002,Perfumes / Fragrances,Liquid Air Freshener,DashBoard Perfume With REFILL,0,Ahsan Traders,Fixed,,China,,,,Solar Combat Airplane JET Style DashBoard Perfume with REFIL,Default,Default,950,1250,1188,24,300,
FRAG003,Perfumes / Fragrances,Liquid Air Freshener,DashBoard Perfume With REFILL,0,Ahsan Traders,Fixed,,China,,,MOONZLIN,DashBoard Perfume with REFIL Jaguar Style Air Freshener Silver,Default,Default,800,1200,1000,33.33,400,
IFAN001,General Electrical,DashBoard Fan Double,360 FAN With Perfume,0,Ahsan Traders,Fixed,,China,,,,DashBoard FAN Double 360 Rotation SLIM with Perfume,Default,Default,1450,1950,1813,25.64,500,
FL00070,Car Care,Carburetor Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,Flamingo Car Injector Carburetor Cleaner 300ml,Default,Default,220,400,275,45,180,
UNIC015,Car Care,Body Wax,,0,Ahsan Traders,Fixed,,PAKISTAN,,,UNICORN,Unicorn Easy Car Polish Carnauba Wax Liquid Gloss Shine Blue 250ml,Default,Default,200,550,250,63.64,350,
LED0025,LED Lights,BackLight/Tail Lights,Bike Light,0,Ahsan Traders,Fixed,,China,Multi Function,,Mokey Pro,"Moky Pro Lava Backlight Led for Bikes Multi-Function with Indicators- Cd70, CG125",Default,Default,1500,1950,1875,23.08,450,
KANG004,Car Care,Tire Wax / Polisher,,0,Ahsan Traders,Fixed,,KOREA,,,Kangaroo,KANGAROO KOREA Cosmic Leather & Tyre Wax 500ML,Default,Default,1050,1450,1313,27.59,400,8801285530303
7CF0002,Car Care,FURNITURE POLISH,SPRAY POLISH,0,CASTA AUTO (KHI),Fixed,,China,,,7CF,7cf Furniture Polish Spray 550ml,Default,Default,340,550,425,38.18,210,6900037802131
KANG003,Car Care,Car Wax / Polishes,CARNAUBA HARD WAX,0,Ahsan Traders,Fixed,,KOREA,,,Kangaroo,Kangaroo Hard EXCELLENT Wax 80% Made KOREA – 300g,Default,Default,1590,1950,1988,18.46,360,8801285310103
ALAR004,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia BAKHOUR - Dry Air Freshener 300ml - 1PCS,Default,Default,290,440,363,34.09,150,3571700292264
ALAR005,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia SABAYA - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,3571700293957
ALAR006,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia ASEEL - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,3571700296439
ALAR007,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia OUD - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,676979100937
ALAR008,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia RED ROSE - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,676979100982
ALAR009,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia SILVA - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,6769791001354
ALAR010,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia AL-FARES - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,676979100944
ALAR011,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia SOFT - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,6769791001422
ALAR012,Perfumes / Fragrances,SPRAY AIR FRESHENER,,0,Ahsan Traders,Fixed,,UAE,,,AL ARABIA,Al Arabia BAHRAIN PEARL - Dry Air Freshener 300ml - 1PCS,Default,Default,290,420,363,30.95,130,6769791001590
SIDE008,Car Care,Car Shampoo,Wash & Wax,0,Ahsan Traders,Fixed,,PAKISTAN,,,Sidex,SIDEX CAR WASH & SHINE Shampoo - 250ml,Default,Default,300,470,375,36.17,170,7433925092745
GEN0004-000-000,General,ADHESIVE ,,0,Ahsan Traders,Fixed,,China,,,,Transparent 3M-CN Double Sided Tape Mini Roll 10mm x (10Meter ) 32 Feet,10MM,Transparent,200,350,250,42.86,150,
PRA0000,Car Care,DashBoard Polish Spray,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO 3 IN 1 QUICK DETAILER 500ML,Default,Default,650,812.5,813,20,162.5,
PRA0001,Car Care,Motor Flush,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO 5 MINUTE MOTAR FLUSH,Default,Default,355,443.75,444,20,88.75,
PRA0002,Car Care,Coolant,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO RADIATOR COOLANT 1 LITER,Default,Default,415,518.75,519,20,103.75,
PRA0003,Car Care,AC CLEANER,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO AIR CONDITIONER CLEANER,Default,Default,450,562.5,563,20,112.5,
PRA0004,Car Care,BRAKE CLEANER,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO BRAKE CLEANER,Default,Default,375,468.75,469,20,93.75,
PRA0005,Car Care,Car Wax / Polishes,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO CAR POLISH WAX,Default,Default,430,537.5,538,20,107.5,
PRA0006,Car Care,SHAMPOO,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO CAR WASH SHAMPOO 1 LITER,Default,Default,575,718.75,719,20,143.75,
PRA0007,Car Care,SHAMPOO,,0,Lasani Decoration,Fixed,,China,2 LITER,,Prato,PRATO CAR WASH SHAMPOO 2 LITER,Default,Default,900,1125,1125,20,225,
PRA0008,Car Care,SHAMPOO,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO CAR WASH SHAMPOO 500ML,Default,Default,325,406.25,406,20,81.25,
PRA0009,Car Care,WASH & WAX,,0,Lasani Decoration,Fixed,,China,2 LITER,,Prato,PRATO CAR WASH WAX 2 LITER,Default,Default,900,1125,1125,20,225,
PRA0010,Car Care,CERAMIC POLISH & WAX,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO CERAMIC POLISH AND WAX,Default,Default,650,812.5,813,20,162.5,
PRA0011,Car Care,COLOR WAX & POLISHE,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO COLOUR WAX BLACK,Default,Default,650,812.5,813,20,162.5,
PRA0012,Car Care,COLOR WAX & POLISHE,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO COLOUR WAX SILVER,Default,Default,650,812.5,813,20,162.5,
PRA0013,Car Care,COLOR WAX & POLISHE,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO COLOUR WAX WHITE,Default,Default,650,812.5,813,20,162.5,
PRA0014,Car Care,LIQUID WAX POLISH,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO CRYSTAL LIQUID WAX,Default,Default,550,687.5,688,20,137.5,
PRA0015,Car Care, COATING POLISH,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO DASHBOARD COATING,Default,Default,585,731.25,731,20,146.25,
PRA0016,Car Care,DashBoard Spray Polish,,0,Lasani Decoration,Fixed,,China,450 ML,,Prato,PRATO DASHBOARD SPRAY 450 ML,Default,Default,270,337.5,338,20,67.5,
PRA0017,Car Care,DE RUST,,0,Lasani Decoration,Fixed,,China,300 GRM,,Prato,PRATO DE RUST LUBRICANT 300G,Default,Default,240,300,300,20,60,
PRA0018,Car Care,DE RUST,,0,Lasani Decoration,Fixed,,China,450 GRM,,Prato,PRATO DE RUST LUBRICANT 450G,Default,Default,295,368.75,369,20,73.75,
PRA0019,Car Care,Hard Wax,,0,Lasani Decoration,Fixed,,China,DIAMOND WAX,,Prato,PRATO DIAMOND HARD WAX,Default,Default,560,700,700,20,140,
PRA0020,Car Care,Tire Wax / Polisher,,0,Lasani Decoration,Fixed,,China,GEL,,Prato,PRATO TIRE GEL 500ML,Default,Default,460,575,575,20,115,
PRA0021,Car Care,Tire Sealant & Inflator,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO TIRE SEALENT AND INFLATOR,Default,Default,360,450,450,20,90,
PRA0022,Car Care,Tire Wax / Polisher,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO TIRE SHINE 500ML,Default,Default,490,612.5,613,20,122.5,
PRA0023,Car Care,WASH & WAX,,0,Lasani Decoration,Fixed,,China,1 LITER,,Prato,PRATO CAR WASH AND WAX 1 LITER,Default,Default,575,718.75,719,20,143.75,
PRA0024,Car Care,WASH & WAX DRY SPRAY,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO WASH AND WAX DRY SPRAY 500M,Default,Default,650,812.5,813,20,162.5,
PRA0025,Car Care,Cleaner,,0,Lasani Decoration,Fixed,,China,WHEEL & RIM CLEANER,,Prato,PRATO WHEEL AND RIM CLEANER,Default,Default,400,500,500,20,100,
PRA0026,Car Care,Windshield Washer,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO WIND SHIELD WASHER 500ML,Default,Default,310,387.5,388,20,77.5,
PRA0027,Car Care,Injector Cleaner,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO DIESEL INJECTOR CLEANER,Default,Default,305,381.25,381,20,76.25,
PRA0028,Car Care,CONTACT CLEANER,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO ELECTONIC CONTACT CLEANER,Default,Default,375,468.75,469,20,93.75,
PRA0029,Car Care,Foam Cleaner,,0,Lasani Decoration,Fixed,,China,650ML,,Prato,PRATO FOAM CLEANER 650ML,Default,Default,305,381.25,381,20,76.25,
PRA0030,Car Care,Engine Degreaser & Cleaner,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO FOAMING ENGINE DEGREASER,Default,Default,340,425,425,20,85,
PRA0031,Car Care,Glass Cleaner,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO GLASS CLEANER,Default,Default,355,443.75,444,20,88.75,
PRA0032,Car Care,PROTECTANT,,0,Lasani Decoration,Fixed,,China,315 GRM,,Prato,PRATO GLOSS FINISH PROTECTANT 315G,Default,Default,350,437.5,438,20,87.5,
PRA0033,Car Care,HEADLIGHT RESTORER,,0,Lasani Decoration,Fixed,,China,300ML,,Prato,PRATO HEADLIGHT RESTORER 300ML,Default,Default,530,662.5,663,20,132.5,
PRA0034,Car Care,LEATHER POLISH,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO LEATHER CLEANER 500ML,Default,Default,465,581.25,581,20,116.25,
PRA0035,Car Care,LEATHER COATING,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO LEATHER COATING,Default,Default,585,731.25,731,20,146.25,
PRA0036,Car Care,LEATHER POLISH,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO LEATHER POLISH 500ML,Default,Default,465,581.25,581,20,116.25,
PRA0037,Car Care,METAL POLISH,,0,Lasani Decoration,Fixed,,China,300ML,,Prato,PRATO METAL POLISH 300ML,Default,Default,525,656.25,656,20,131.25,
PRA0038,Car Care,BOOSTER,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO OCTANE BOOSTER 354ML,Default,Default,315,393.75,394,20,78.75,
PRA0039,Car Care,Injector Cleaner,,0,Lasani Decoration,Fixed,,China,PETROL,,Prato,PRATO PETROL INJECTOR CLEANER 325M,Default,Default,305,381.25,381,20,76.25,
PRA0040,Car Care,Hard Wax,,0,Lasani Decoration,Fixed,,China,PLATINIUM WAX,,Prato,PRATO PLATINIUM HARD WAX 200G,Default,Default,610,762.5,763,20,152.5,
PRA0041,Car Care,Polishing Wax,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO POLISHING GLAZE,Default,Default,1700,2125,2125,20,425,
PRA0042,Car Care,COATING,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO POLYMERIC COATING,Default,Default,585,731.25,731,20,146.25,
PRA0043,Car Care,COATING,,0,Lasani Decoration,Fixed,,China,COATING FILM,,Prato,PRATO PREMIUM COATING FILM,Default,Default,1700,2125,2125,20,425,
PRA0044,Car Care,Coolant,,0,Lasani Decoration,Fixed,,China,2 LITER,,Prato,PRATO RADIATOR COOLANT 2 LITER,Default,Default,700,875,875,20,175,
PRA0045,Car Care,RADIATOR FLUSH,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO RADIATOR FLUSH,Default,Default,265,331.25,331,20,66.25,
PRA0046,Car Care,Rubbing Compound,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO RUBBING COMPOUND 946G,Default,Default,1650,2062.5,2063,20,412.5,
PRA0047,Car Care,Rubbing Compound,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO RUBBING COMPOUND 230G,Default,Default,500,625,625,20,125,
PRA0048,Car Care,Injector Cleaner,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO INJECTOR AND CHOKE CLEANER,Default,Default,265,331.25,331,20,66.25,
PRA0049,Car Care,PROTECTANT,,0,Lasani Decoration,Fixed,,China,,,Prato,PRATO SHINE AND PROTECT 295ML,Default,Default,325,406.25,406,20,81.25,
PRA0050,Car Care,SCRATCH REMOVER,,0,Lasani Decoration,Fixed,,China,300ML,,Prato,PRATO SCRATCH REMOVER 300ML,Default,Default,510,637.5,638,20,127.5,
PRA0051,Car Care,SHAMPOO,,0,Lasani Decoration,Fixed,,China,500 ML,,Prato,PRATO SHAMPOO WASH AND WAX 500ML,Default,Default,325,406.25,406,20,81.25,
PRA0052,Car Care,STICKER REMOVER,,0,Lasani Decoration,Fixed,,China,,,Prato,PRAT0 STICKER REMOVER,Default,Default,385,481.25,481,20,96.25,
PRA0053,Car Care,TIRE FOAM,,0,Lasani Decoration,Fixed,,China,650ML,,Prato,PRATO TIRE FOAM 650ML,Default,Default,340,425,425,20,85,
MSP0001-023-999,PAINT,SPRAY PAINT,,0,Ahsan Sattar Auto Traders (OLD),Fixed,,,,,MUSAVIR,mus,BRIGHT CHROME,Default,0,0,0,0,0,
MUS0000,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Black - #39,Default,Default,230,322,288,28.57,92,
MUS0001,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - White - #40,Default,Default,230,322,288,28.57,92,
MUS0002,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Scarlet - #23,Default,Default,230,322,288,28.57,92,
MUS0003,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Medium Grey - #22,Default,Default,230,322,288,28.57,92,
MUS0004,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Matt Black - #4,Default,Default,230,322,288,28.57,92,
MUS0005,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Cream White - #43,Default,Default,230,322,288,28.57,92,
MUS0006,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Orange Red - #06,Default,Default,230,322,288,28.57,92,
MUS0007,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Orange - #14,Default,Default,230,322,288,28.57,92,
MUS0008,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Lacquer - #190,Default,Default,230,322,288,28.57,92,
MUS0009,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Deep Violet - #237,Default,Default,230,322,288,28.57,92,
MUS0010,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Mission Brown - #29,Default,Default,230,322,288,28.57,92,
MUS0011,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Naval Grey - #11,Default,Default,230,322,288,28.57,92,
MUS0012,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Bronze - #132,Default,Default,230,322,288,28.57,92,
MUS0013,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Medium Yellow - #25,Default,Default,230,322,288,28.57,92,
MUS0014,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Onion Green - #37,Default,Default,230,322,288,28.57,92,
MUS0015,SPRAY PAINT,SPRAY PAINT,,0,MZ AUTO TRADERS,Fixed,,PAKISTAN,,,MUSAVIR,Musavir Spray Paint 400ml - Sky Blue - #15,Default,Default,230,322,288,28.57,92,
