Product Code,Line Item,Category,Sub Category,Conversion Factor,Supplier,Cost Type,Purchase Type,Made in,Product Group,Model,Brand,Product Name,Size,Color,Cost Price,Wholesale Price,Retail Price,Profit(%),Difference,Barcode Customer SKU Code 1
FL00000,Car Care,DashBoard Polish Spray,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO DASHBOARD POLISH 450ML,Default,Default,270,297,338,9.09,27,6959375198888
FL00001,Car Care,DashBoard Polish Spray,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F024E PERFUME DASHBOARD POLISH 220ML,Default,Default,190,209,238,9.09,19,
FL00002,Car Care,Hard Wax,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F087 PREMIUM HARD WAX 200g,Default,Default,683.75,731.5,855,6.53,47.75,6959375198758
FL00003,Car Care,Polishing Wax,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F041 CAR POLISHING WAX 230G,Default,Default,430,473,538,9.09,43,
FL00004,Car Care,Body Wax,Spray Body Wax,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SPRAY BODY WAX,Default,Default,300,330,375,9.09,30,
FL00005,Car Care,Hard Wax,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F042 DIAMOND HARD WAX 230g,Default,Default,560,616,700,9.09,56,
FL00006,Car Care,Rubbing Compound,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F043 RUBBING COMPOUND 230g,Default,Default,500,550,625,9.09,50,
FL00007,Car Care,Foam Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO FOAM CLEANER MULTIPURPOSE F002 - 650ml,Default,Default,310,335.5,388,7.6,25.5,6959375199984
FL00008,Car Care,,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO TIRE FOAM CLEANER BLACK LOOK F003- 650ml,Default,Default,350,374,438,6.42,24,6959375199342
FL00009,Car Care,Injector Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO INJECTOR CLEANER 220ML,Default,Default,165,181.5,206,9.09,16.5,
FL00010,Car Care,Injector Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO INJECTOR CLEANER 300ML,Default,Default,205,225.5,256,9.09,20.5,
FL00011,Car Care,Injector Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO INJECTOR & CHOKE CLEANER F006- 450ML,Default,Default,265,291.5,331,9.09,26.5,6959375199922
FL00012,Car Care,Injector Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO INJECTOR CLEANER 550ML,Default,Default,310,341,388,9.09,31,
FL00013,Car Care,DEGREASER,FOAMING ENGINE DEGREASER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO FOAMING ENGINE DEGREASER F008- 650ml,Default,Default,350,374,438,6.42,24,6959375199908
FL00014,Car Care,AIR FRESHENER,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO AIR FRESHENER-MIX SMELL 330ml,Default,Default,300,330,375,9.09,30,
FL00015,Car Care,STICKER REMOVER,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO STICKER REMOVER,Default,Default,385,423.5,481,9.09,38.5,
FL00016,Car Care,Wheel & Rim Cleaner,Tire Gel,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO WHEEL & RIM CLEANER,Default,Default,400,440,500,9.09,40,
FL00017,Car Care,Tire Sealant & Inflator,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO TIRE SEALANT & INFLATOR F015- 450ml,Default,Default,380,396,475,4.04,16,6959375199786
FL00018,Car Care,Fire Stop,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO FOAM STOP FIRE,Default,Default,400,440,500,9.09,40,
FL00019,Car Care,PROTECTANT,Shine Protectant,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SHINES & PROTECTS PROTECTANT Spray F027- 290ML,Default,Default,340,357.5,425,4.9,17.5,6959375199601
FL00020,Car Care,PROTECTANT,Shine Protectant,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SHINES & PROTECTS PROTECTANT 119ML,Default,Default,210,231,263,9.09,21,
FL00021,Car Care,PROTECTANT,Gloss Protectant,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO GLOSS PROTECTANT 315ML FLAVOUR,Default,Default,380,401.5,475,5.35,21.5,
FL00022,Car Care,LEATHER POLISH,LEATHER SPRAY POLISH,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO LEATHER POLISH SPRAY F029V- 500ML,Default,Default,480,511.5,600,6.16,31.5,6959375199588
FL00023,Car Care,Car Shampoo,Wash & Wax,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CAR WASH & WAX SHAMPOO F351- 500ML,Default,Default,328.75,357.5,411,8.04,28.75,6959375195986
FL00024,Car Care,Car Shampoo,Wash & Wax,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CAR WASH & WAX SHAMPOO 1 LTR,Default,Default,510,561,638,9.09,51,
FL00025,Car Care,Car Shampoo,Wash & Wax,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CAR WASH & WAX SHAMPOO 2 LTR,Default,Default,900,990,1125,9.09,90,
FL00026,Car Care,Glass Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO GLASS CLEANER 500ML,Default,Default,345,379.5,431,9.09,34.5,
FL00027,Car Care,Windshield Washer,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO WINDSHIELD WASHER BLUE -F352- 500ML,Default,Default,320,341,400,6.16,21,6959375195979
FL00028,Car Care,Engine Coolant,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO LONGLIFE COOLANT-GREEN-RED-BLUE 1 LTR,Default,Default,400,440,500,9.09,40,
FL00029,Car Care,Engine Coolant,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO LONGLIFE COOLANT-GREEN-RED-BLUE 2 LTR,Default,Default,685,753.5,856,9.09,68.5,
FL00030,Car Care,Engine Coolant,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO LONGLIFE COOLANT-GREEN-RED-BLUE 5 LTR,Default,Default,1525,1677.5,1906,9.09,152.5,
FL00031,Car Care,Wheel & Rim Cleaner,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO TIRE GEL,Default,Default,460,506,575,9.09,46,
FL00032,Car Care,ADDITIVES,RADIATOR FLUSH,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO RADIATOR FLUSH F037- 354ML,Default,Default,280,350,350,20,70,6959375199472
FL00033,Car Care,ADDITIVES,FUEL INJECTOR TREATMENT,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO FUEL INJECTOR CLEANER TREATMENT -F053- 354ML,Default,Default,309,335.5,386,7.9,26.5,6959375199304
FL00034,Car Care,ADDITIVES,DIESEL FUEL,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO DIESEL FUEL SYSTEM DREDGE-Diesel Injector Cleaner -F054- 354ML,Default,Default,310,335.5,388,7.6,25.5,6959375199298
FL00035,Car Care,ADDITIVES,OCTANE BOOSTER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO OCTANE BOOSTER 355ML,Default,Default,315,346.5,394,9.09,31.5,6959375199281
FL00036,Car Care,ADDITIVES,COMPLETE FUEL TREATMENT,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO COMPLETE FUEL SYSTEM 473ML,Default,Default,630,693,788,9.09,63,
FL00037,Car Care,ADDITIVES,STEERING FLUID,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO POWER STEERING FLUID 473ML,Default,Default,575,632.5,719,9.09,57.5,
FL00038,Car Care,ADDITIVES,STEERING FLUID,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO POWER STEERING FLUID 946ML,Default,Default,975,1072.5,1219,9.09,97.5,
FL00039,Car Care,ADDITIVES,MOTOR FLUSH,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO 5-MIN MOTOR FLUSH ENGINE CLEANER F048- 443ML,Default,Default,355,390.5,444,9.09,35.5,6959375199366
FL00040,Car Care,ADDITIVES,OIL TREATMENT,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SUPER OIL TREATMENT,Default,Default,470,517,588,9.09,47,
FL00041,Car Care,SPRAY PAINT,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SPRAY PAINT,Default,Default,325,357.5,406,9.09,32.5,
FL00042,Car Care,ADDITIVES,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO STARTING FLUID,Default,Default,375,412.5,469,9.09,37.5,
FL00043,Car Care,ADDITIVES,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO BRAKE CLEANER,Default,Default,375,412.5,469,9.09,37.5,
FL00044,Car Care,Cleaner,AC CLEANER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO AC PRO CLEANER F020- 500ml,Default,Default,450,495,563,9.09,45,6959375199724
FL00045,Car Care,SCRATCH REMOVER,,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO SCRATCH REMOVER,Default,Default,600,750,750,20,150,
FL00046,Car Care,SCRATCH REMOVER,HEADLIGHT RESTRORER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO HEADLIGHT RESTRORER ONE-STEP -F097- 300ML,Default,Default,530,583,663,9.09,53,6959375198550
FL00047,Car Care,WAX & POLISH,CARNAUBA WAX,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CARNAUBA WAX 300ML,Default,Default,650,750,813,13.33,100,
FL00048,Car Care,WAX & POLISH,CRYSTAL COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CRYSTAL COATING,Default,Default,735,808.5,919,9.09,73.5,
FL00049,Car Care,WAX & POLISH,METAL POLISH,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO METAL POLISH 300ML,Default,Default,525,577.5,656,9.09,52.5,
FL00050,Car Care,Interior Polish,Plastic Restorer,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO PLASTIC RESTRORER -F135- 300ML,Default,Default,600,660,750,9.09,60,6959375197768
FL00051,Car Care,LEATHER POLISH,LEATHER COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO LEATHER COATING 300ML,Default,Default,585,643.5,731,9.09,58.5,
FL00052,Car Care,DASHBOARD TREATMENT,DASHBOARD COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO DASHBOARD COATING 300ML,Default,Default,585,643.5,731,9.09,58.5,
FL00053,Car Care,DASHBOARD TREATMENT,POLYMERIC COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO POLYMERIC COATING 300ML,Default,Default,585,643.5,731,9.09,58.5,
FL00054,Car Care,DASHBOARD TREATMENT,NANO CERAMIC COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO NANO CERAMIC COATING,Default,Default,4500,4950,5625,9.09,450,
FL00055,Car Care,MICROFIBER CLOTH,MICROFIBER CLOTH SET,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO MICROFIBER CLOTH SET,Default,Default,425,467.5,531,9.09,42.5,
FL00056,Car Care,PERFUMES,CARD PERFUME,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CARD PERFUME,Default,Default,90,99,113,9.09,9,
FL00057,Car Care,ADDITIVES,DE-RUST,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO WO-400 DE-RUST LUBRICANT 100ML,Default,Default,150,165,188,9.09,15,
FL00058,Car Care,ADDITIVES,DE-RUST,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO WO-400 DE-RUST LUBRICANT 220ML,Default,Default,195,214.5,244,9.09,19.5,
FL00059,Car Care,ADDITIVES,DE-RUST,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO F007 WO-400 DE-RUST LUBRICANT 450ML,Default,Default,295,324.5,369,9.09,29.5,
FL00060,Car Care,ADDITIVES,ANTIFREEZE,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO ANTIFREEZE 2 LTR RED-GREEN-BLUE,Default,Default,920,1012,1150,9.09,92,
FL00061,Car Care,WAX & POLISH,DETAILER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO 3 IN 1 DETAILER 500ML,Default,Default,650,715,813,9.09,65,
FL00062,Car Care,WAX & POLISH,Wash & Wax DRY Spray,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO WAX & DRY SPRAY WAX 500ML,Default,Default,650,715,813,9.09,65,
FL00063,Car Care,Cleaner,CONTACT CLEANER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CONTACT CLEANER 450ML,Default,Default,375,412.5,469,9.09,37.5,
FL00064,Car Care,WAX & POLISH,CERAMIC POLISH,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CERAMIC POLISH 410ML,Default,Default,650,715,813,9.09,65,
FL00065,Car Care,PAINT TREATMENT,UNDERCOAT,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO UNDERCOAT 500ML,Default,Default,450,495,563,9.09,45,
FL00066,Car Care,ADDITIVES,CATALYTIC CLEANER,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CATALYTIC CLEANER 300ML,Default,Default,540,577.5,675,6.49,37.5,
FL00067,Car Care,PAINT TREATMENT,COLOR MIRACLE,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO COLOR MIRACLE 410ML,Default,Default,650,715,813,9.09,65,
FL00068,Car Care,WAX & POLISH,CERAMIC COATING,0,Ahsan Traders,Fixed,,China,,,Flamingo,FLAMINGO CERAMIC COATING WAX 300GM,Default,Default,1400,1540,1750,9.09,140,
F100000,Car Care,WAX & POLISH,CARNAUBA WAX,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Soft Carnauba Polish Wax 230g - U.S.A,Default,Default,1145,1261.33,1431,9.22,116.33,
F100001,Car Care,WAX & POLISH,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Soft Carnauba Polish Wax 340g - U.S.A,Default,Default,1626.9,1757.052,2034,7.41,130.152,
F100002,Car Care,WAX & POLISH,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Liquid Carnauba Polish Liquid Wax - U.S.A,Default,Default,1165,1261.33,1456,7.64,96.33,
F100003,Car Care,COLOR WAX & POLISHE,METTALIC COLOR WAX,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Metallic color wax Mettalic WaX - U.S.A,Default,Default,1422.9,1536.732,1779,7.41,113.832,
F100004,Car Care,DRY CLEANER,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Upholstery / Fabric Cleaner Dry Clean - U.S.A,Default,Default,1218.9,1316.412,1524,7.41,97.512,
F100005,Car Care,Wheel & Rim Cleaner,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Wheel Rim Cleaner Wheel Tyre Cleaner - U.S.A,Default,Default,1422.9,1536.732,1779,7.41,113.832,
F100006,Car Care,LEATHER POLISH,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Leather Cleaner Mr. Leather Trigger - U.S.A,Default,Default,1371.9,1481.652,1715,7.41,109.752,
F100007,Car Care,Rubbing Compound,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Scratch Out LIQUID - Rubbing Compound 207ml- U.S.A,Default,Default,1014.9,1096.092,1269,7.41,81.192,71099150112
F100008,Car Care,Rubbing Compound,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Rubbing Compound Paste Scratch Out Paste - U.S.A,Default,Default,1167.9,1261.332,1460,7.41,93.432,
F100009,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax 16 oz Protectant Trigger - U.S.A,Default,Default,1269.9,1371.492,1587,7.41,101.592,
F100010,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax New Car - U.S.A,Default,Default,920,985.93,1150,6.69,65.93,
F100011,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax Citrus - U.S.A,Default,Default,920,985.93,1150,6.69,65.93,
F100012,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax Vanilla - U.S.A,Default,Default,920,985.93,1150,6.69,65.93,
F100013,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax Strawberry - U.S.A,Default,Default,920,985.93,1150,6.69,65.93,
F100014,Car Care,DashBoard Polish,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Dash Board Wax Cherry - U.S.A,Default,Default,920,985.93,1150,6.69,65.93,
F100015,Car Care,Car Shampoo,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Car Shampoo with Wax Wash & Wax 16 - U.S.A,Default,Default,759.9,820.692,950,7.41,60.792,
F100016,Car Care,Car Shampoo,,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Car Shampoo with Wax Wash & Wax 32 - U.S.A,Default,Default,1320.9,1426.572,1651,7.41,105.672,
F100017,Car Care,Car Shampoo,,6,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Car Shampoo with Wax Wash & Wax 64 - U.S.A,Default,Default,1983.9,2142.612,2480,7.41,158.712,
F100018,Car Care,WAX & POLISH,BLACK  COLOR WAX,24,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Color Wax Black - U.S.A,Default,Default,1420,1536.73,1775,7.6,116.73,
F100019,Car Care,Body Polish,SILVER  COLOR WAX,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Color Wax Silver - U.S.A,Default,Default,1420,1536.73,1775,7.6,116.73,
F100020,Car Care,Body Polish,WHITE  COLOR WAX,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Color Wax White - U.S.A,Default,Default,1420,1536.73,1775,7.6,116.73,
F100021,Car Care,Body Polish,RED  COLOR WAX,12,Ahsan Traders,Fixed,,U.S.A,,,Formula1,Formula1 Color Wax Red - U.S.A,Default,Default,1420,1536.73,1775,7.6,116.73,
EWDC000,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,12 Wires DC ASP 33GUZ,Default,Default,990,1090,1238,9.17,100,
EWDC001,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,18 Wires DC ASP 33GUZ,Default,Default,1490,1640,1863,9.15,150,
EWDC002,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,28 Wires DC ASP 33GUZ,Default,Default,2130,2343,2663,9.09,213,
EWDC003,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,42 Wires DC ASP 33GUZ,Default,Default,3300,2630,4125,-25.48,-670,
EWDC004,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,55 Wires DC ASP 33GUZ,Default,Default,4700,5170,5875,9.09,470,
EWDC005,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,ASP,70 Wires DC ASP 33GUZ,Default,Default,5500,6050,6875,9.09,550,
EWDC006,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,12 Wires DC MST 33GUZ,Default,Default,660,726,825,9.09,66,
EWDC007,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,18 Wires DC MST 33GUZ,Default,Default,1040,1145,1300,9.17,105,
EWDC008,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,28 Wires DC MST 33GUZ,Default,Default,1540,1695,1925,9.14,155,
EWDC009,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,42 Wires DC MST 33GUZ,Default,Default,2200,2420,2750,9.09,220,
EWDC010,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,55 Wires DC MST 33GUZ,Default,Default,3000,3300,3750,9.09,300,
EWDC011,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,MST,70 Wires DC MST 33GUZ,Default,Default,3650,4015,4563,9.09,365,
EWDC012,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,12 Wires DC FRC GOLD 33GUZ,Default,Default,1300,1430,1625,9.09,130,
EWDC013,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,18 Wires DC FRC GOLD 33GUZ,Default,Default,1930,2123,2413,9.09,193,
EWDC014,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,28 Wires DC FRC GOLD 33GUZ,Default,Default,3130,3443,3913,9.09,313,
EWDC015,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,42 Wires DC FRC GOLD 33GUZ,Default,Default,4350,4785,5438,9.09,435,
EWDC016,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,55 Wires DC FRC GOLD 33GUZ,Default,Default,6150,6765,7688,9.09,615,
EWDC017,Electric Wire DC,Single DC Wire (Coper),,0,,Fixed,,,,,FRC GOLD,70 Wires DC FRC GOLD 33GUZ,Default,Default,7500,8250,9375,9.09,750,
EWDC018,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,Battery Wire 133 ASP (25Feet),Default,Default,8000,8800,10000,9.09,800,
EWDC019,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,Battery Wire 156 (25Feet),Default,Default,9000,9900,11250,9.09,900,
EWDC020,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,Battery Wire 190 (25Feet),Default,Default,10600,11660,13250,9.09,1060,
EWDC021,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,Battery Wire 19x70 (25Feet),Default,Default,12800,14080,16000,9.09,1280,
EWDC022,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,SUZUKI Battery Wire SP (25Feet),Default,Default,2750,3025,3438,9.09,275,
EWDC023,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,SUZUKI Battery Wire SP (100Feet),Default,Default,11000,12100,13750,9.09,1100,
EWDC024,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,TOYOTA Battery Wire ASP (25Feet),Default,Default,5500,6050,6875,9.09,550,
EWDC025,Electric Wire DC,Battery Wire,,0,,Fixed,,,,,ASP,Battery Wire 91x36 (25Feet),Default,Default,17000,18700,21250,9.09,1700,
EWDC026,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,ASP,Speaker Wire (CHINA COPER) 100GUZ,Default,Default,1400,1540,1750,9.09,140,
EWDC027,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,ASP,Speaker Wire (Crystal Roll) 100GUZ,Default,Default,2000,2200,2500,9.09,200,
EWDC028,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,MST,Speaker Wire MST 100GUZ,Default,Default,2000,2200,2500,9.09,200,
EWDC029,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,ASP,Speaker Wire ASP 100GUZ,Default,Default,2400,2640,3000,9.09,240,
EWDC030,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,AA,Speaker Wire AA 100GUZ,Default,Default,3300,3630,4125,9.09,330,
EWDC031,Electric Wire DC,Speaker Wire,,0,,Fixed,,,,,FRC,Speaker Wire FRC 100GUZ,Default,Default,4300,4730,5375,9.09,430,
EWDC032,Electric Wire DC,Double Wire DC,,0,,Fixed,,,,,ASP,28 Wires Double ASP 33GUZ,Default,Default,5200,5720,6500,9.09,520,
EWDC033,Electric Wire DC,Double Wire DC,,0,,Fixed,,,,,ASP,42 Wires Double ASP 33GUZ,Default,Default,7200,7920,9000,9.09,720,
EWDC034,Electric Wire DC,Double Wire DC,,0,,Fixed,,,,,ASP,70 Wires Double ASP 33GUZ,Default,Default,12000,13200,15000,9.09,1200,
EWDC035,Electric Wire DC,Double Wire DC,,0,,Fixed,,,,,ASP,3M SPECIAL Wire Double ASP 100GUZ,Default,Default,1300,1430,1625,9.09,130,
EWDC036,Electric Wire DC,Double Wire DC,,0,,Fixed,,,,,ASP,20M Wire Double ASP 33GUZ,Default,Default,6200,6820,7750,9.09,620,
IGC00001,IGNITION,Cars,Spark Plugs,0,,Fixed,,Japan,,,NGK,Spark Plug KR6A-10,Default,Default,285,350,356,18.57,65,87295116784
IGC00002,IGNITION,Cars,Spark Plugs,0,,Fixed,,,,,DENSO,Denso Spark Plug IXUH22I,Default,Default,980,1200,1225,18.33,220,42511535640
IGC00003,IGNITION,Cars,Spark Plugs,0,,Fixed,,,,,DENSO,Spark Plug SC20HR11 / CAR,Default,Default,650,1050,813,38.1,400,42511034440
IGC00004,IGNITION,Cars,Spark Plugs,0,,Fixed,,,,,DENSO,Spark Plug W20EX-U / CAR,Default,Default,95,110,119,13.64,15,42511032040
IGC00005,IGNITION,Cars,Spark Plugs,0,,Fixed,,,,,DENSO,Spark Plug W16EX-U / CAR,Default,Default,95,110,119,13.64,15,42511032033
IGC00006,IGNITION,Cars,Spark Plugs,0,,Fixed,,,,,DENSO,Spark Plug SK20R11 / CAR,Default,Default,650,1050,813,38.1,400,42511032972
IGC00007,IGNITION,Cars,Spark Plugs,0,,Fixed,,Japan,,,DENSO,Spark Plug SK20HR11 / CAR,Default,Default,650,1050,813,38.1,400,42511034211
IGC00008,IGNITION,Cars,Spark Plugs,0,,Fixed,,Japan,,,DENSO,Spark Plug K16R-U11 Japan / CAR,Default,Default,138,150,173,8,12,42511031203
IGC00009,IGNITION,Cars,Spark Plugs,0,,Fixed,,Indonesia,,,DENSO,Spark Plug K16R-U11 Indonesia / CAR,Default,Default,128,140,160,8.57,12,
IGC00010,IGNITION,Cars,Spark Plugs,0,,Fixed,,Japan,,,DENSO,Spark Plug W22FP-U / CAR,Default,Default,105,120,131,12.5,15,42511040212
